ime,Theta_set,Theta_input
1668,40,37.27
1669,40,37.37
1670,40,37.54
1671,40,37.73
1672,40,37.86
1673,40,37.93
1674,40,37.95
1675,40,37.96
1676,40,37.98
1677,40,38.02
1678,40,38.07
1679,40,38.14
1680,40,38.22
1681,40,38.33
1682,40,38.46
1683,40,38.59
1684,40,38.73
1685,40,38.85
1686,40,38.97
1687,40,39.09
1688,40,39.21
1689,40,39.29
1690,40,39.38
1691,40,39.46
1692,40,39.54
1693,40,39.63
1694,40,39.7
1695,40,39.79
1696,40,39.86
1697,40,39.93
1698,40,39.99
1699,40,40.07
1700,40,40.14
1701,40,40.21
1702,40,40.29
1703,40,40.37
1704,40,40.45
1705,40,40.55
1706,40,40.64
1707,40,40.74
1708,40,40.81
1709,40,40.89
1710,40,40.97
1711,40,41.04
1712,40,41.08
1713,40,41.13
1714,40,41.16
1715,40,41.19
1716,40,41.23
1717,40,41.27
1718,40,41.31
1719,40,41.37
1720,40,41.42
1721,40,41.36
1722,40,41.31
1723,40,41.38
1724,40,41.29
1725,40,40.97
1726,40,40.6
1727,40,40.21
1728,40,39.9
1729,40,39.73
1730,40,39.63
1731,40,39.67
1732,40,39.79
1733,40,39.95
1734,40,40.09
1735,40,40.19
1736,40,40.24
1737,40,40.25
1738,40,40.28
1739,40,40.28
1740,40,40.28
1741,40,40.3
1742,40,40.31
1743,40,40.32
1744,40,40.37
1745,40,40.4
1746,40,40.45
1747,40,40.51
1748,40,40.58
1749,40,40.64
1750,40,40.71
1751,40,40.77
1752,40,40.82
1753,40,40.85
1754,40,40.87
1755,40,40.89
1756,40,40.9
1757,40,40.9
1758,40,40.91
1759,40,40.85
1760,40,40.53
1761,40,40.21
1762,40,40.02
1763,40,39.98
1764,40,40.16
1765,40,40.33
1766,40,40.48
1767,40,40.65
1768,40,40.71
1769,40,40.72
1770,40,40.72
1771,40,40.75
1772,40,40.79
1773,40,40.78
1774,40,40.52
1775,40,40.17
1776,40,39.86
1777,40,39.65
1778,40,39.55
1779,40,39.5
1780,40,39.64
1781,40,39.85
1782,40,40.04
1783,40,40.24
1784,40,40.32
1785,40,40.37
1786,40,40.39
1787,40,40.42
1788,40,40.44
1789,40,40.46
1790,40,40.47
1791,40,40.49
1792,40,40.51
1793,40,40.55
1794,40,40.6
1795,40,40.66
1796,40,40.72
1797,40,40.78
1798,40,40.62
1799,40,40.35
1800,40,39.99
1801,40,39.67
1802,45,39.46
1803,45,39.43
1804,45,39.82
1805,45,40.59
1806,45,41.42
1807,45,42.31
1808,45,43.46
1809,45,44.93
1810,45,46.46
1811,45,47.73
1812,45,48.85
1813,45,49.71
1814,45,50.22
1815,45,50.45
1816,45,50.4
1817,45,50.13
1818,45,49.78
1819,45,49.36
1820,45,48.87
1821,45,48.31
1822,45,47.69
1823,45,47.01
1824,45,46.29
1825,45,45.51
1826,45,44.7
1827,45,43.86
1828,45,43.05
1829,45,42.36
1830,45,41.79
1831,45,41.35
1832,45,41.03
1833,45,40.82
1834,45,40.94
1835,45,41.42
1836,45,42.1
1837,45,42.94
1838,45,43.72
1839,45,44.35
1840,45,44.95
1841,45,45.5
1842,45,45.96
1843,45,46.36
1844,45,46.6
1845,45,46.55
1846,45,46.28
1847,45,45.93
1848,45,45.53
1849,45,44.93
1850,45,44.19
1851,45,43.51
1852,45,43.04
1853,45,42.7
1854,45,42.47
1855,45,42.38
1856,45,42.47
1857,45,42.55
1858,45,42.64
1859,45,42.72
1860,45,42.78
1861,45,42.82
1862,45,42.84
1863,45,42.86
1864,45,42.88
1865,45,42.91
1866,45,42.94
1867,45,43
1868,45,43.06
1869,45,43.13
1870,45,43.21
1871,45,43.28
1872,45,43.38
1873,45,43.47
1874,45,43.56
1875,45,43.65
1876,45,43.72
1877,45,43.8
1878,45,43.85
1879,45,43.9
1880,45,43.96
1881,45,44
1882,45,44.05
1883,45,44.12
1884,45,44.2
1885,45,44.28
1886,45,44.39
1887,45,44.52
1888,45,44.65
1889,45,44.79
1890,45,44.93
1891,45,45.09
1892,45,45.24
1893,45,45.37
1894,45,45.5
1895,45,45.64
1896,45,45.76
1897,45,45.88
1898,45,46.02
1899,45,46.14
1900,45,46.27
1901,45,46.41
1902,40,46.55
1903,40,46.66
1904,40,46.66
1905,40,46.55
1906,40,46.35
1907,40,46.08
1908,40,45.74
1909,40,45.32
1910,40,44.84
1911,40,44.31
1912,40,43.73
1913,40,43.1
1914,40,42.46
1915,40,41.77
1916,40,41.03
1917,40,40.28
1918,40,39.47
1919,40,38.62
1920,40,37.79
1921,40,37.07
1922,40,36.5
1923,40,36.07
1924,40,35.75
1925,40,35.55
1926,40,35.74
1927,40,36.36
1928,40,37.04
1929,40,37.76
1930,40,38.89
1931,40,40.22
1932,40,41.38
1933,40,42.28
1934,40,42.96
1935,40,43.34
1936,40,43.47
1937,40,43.43
1938,40,43.31
1939,40,43.12
1940,40,42.86
1941,40,42.56
1942,40,42.22
1943,40,41.81
1944,40,41.38
1945,40,40.9
1946,40,40.38
1947,40,39.83
1948,40,39.34
1949,40,38.97
1950,40,38.7
1951,40,38.47
1952,40,38.26
1953,40,38.14
1954,40,38.17
1955,40,38.22
1956,40,38.28
1957,40,38.36
1958,40,38.47
1959,40,38.56
1960,40,38.64
1961,40,38.7
1962,40,38.77
1963,40,38.83
1964,40,38.92
1965,40,39.01
1966,40,39.1
1967,40,39.18
1968,40,39.28
1969,40,39.38
1970,40,39.46
1971,40,39.54
1972,40,39.59
1973,40,39.64
1974,40,39.69
1975,40,39.73
1976,40,39.77
1977,40,39.8
1978,40,39.86
1979,40,39.95
1980,40,40.04
1981,40,40.16
1982,40,40.3
1983,40,40.46
1984,40,40.63
1985,40,40.8
1986,40,40.99
1987,40,41.16
1988,40,41.28
1989,40,41.24
1990,40,41.04
1991,40,40.73
1992,40,40.51
1993,40,40.44
1994,40,40.37
1995,40,40.38
1996,40,40.5
1997,40,40.67
1998,40,40.82
1999,40,40.91
2000,40,40.97
2001,40,41.01
2002,40,41.02
2003,40,41.04
2004,40,41.11
2005,40,41.17
2006,40,41.15
2007,40,41
2008,40,40.74
2009,40,40.36
2010,40,39.89
2011,40,39.37
2012,40,38.94
2013,40,38.61
2014,40,38.39
2015,40,38.27
2016,40,38.22
2017,40,38.29
2018,40,38.48
2019,40,38.72
2020,40,38.93
2021,40,39.07
2022,40,39.12
2023,40,39.11
2024,40,39.11
2025,40,39.13
2026,40,39.14
2027,40,39.15
2028,40,39.17
2029,40,39.19
2030,40,39.23
2031,40,39.29
2032,40,39.35
2033,40,39.44
2034,40,39.54
2035,40,39.64
2036,40,39.76
2037,40,39.86
2038,40,39.95
2039,40,40.04
2040,40,40.13
2041,40,40.21
2042,40,40.29
2043,40,40.37
2044,40,40.44
2045,40,40.54
2046,40,40.62
2047,40,40.72
2048,40,40.8
2049,40,40.89
2050,40,40.97
2051,40,41.04
2052,40,41.1
2053,45,41.13
2054,45,41.18
2055,45,41.37
2056,45,41.89
2057,45,42.69
2058,45,43.57
2059,45,44.38
2060,45,45.11
2061,45,45.82
2062,45,46.46
2063,45,47.03
2064,45,47.57
2065,45,47.92
2066,45,48.05
2067,45,48.02
2068,45,47.88
2069,45,47.68
2070,45,47.41
2071,45,47.05
2072,45,46.62
2073,45,46.16
2074,45,45.63
2075,45,45.07
2076,45,44.35
2077,45,43.56
2078,45,42.9
2079,45,42.36
2080,45,41.9
2081,45,41.57
2082,45,41.33
2083,45,41.22
2084,45,41.31
2085,45,41.77
2086,45,42.42
2087,45,43.1
2088,45,43.71
2089,45,44.24
2090,45,44.77
2091,45,45.25
2092,45,45.69
2093,45,46.1
2094,45,46.45
2095,45,46.79
2096,45,47.12
2097,45,47.36
2098,45,47.4
2099,45,47.3
2100,45,47.07
2101,45,46.77
2102,45,46.37
2103,45,45.9
2104,45,45.37
2105,45,44.85
2106,45,44.37
2107,45,44.01
2108,45,43.76
2109,45,43.55
2110,45,43.51
2111,45,43.68
2112,45,43.9
2113,45,44.11
2114,45,44.34
2115,45,44.52
2116,45,44.63
2117,45,44.68
2118,45,44.67
2119,45,44.69
2120,45,44.74
2121,45,44.83
2122,45,44.97
2123,45,45.09
2124,45,45.19
2125,45,45.3
2126,45,45.43
2127,45,45.56
2128,45,45.7
2129,45,45.81
2130,45,45.9
2131,45,45.98
2132,45,46.02
2133,45,46.03
2134,45,45.92
2135,45,45.65
2136,45,45.37
2137,45,45.11
2138,45,44.99
2139,45,45.1
2140,45,45.26
2141,45,45.43
2142,45,45.6
2143,45,45.7
2144,45,45.76
2145,45,45.8
2146,45,45.85
2147,45,45.88
2148,45,45.92
2149,45,45.91
2150,45,45.7
2151,45,45.42
2152,45,45.05
2153,40,44.64
2154,40,44.37
2155,40,44.06
2156,40,43.67
2157,40,43.18
2158,40,42.61
2159,40,41.99
2160,40,41.29
2161,40,40.54
2162,40,39.71
2163,40,38.88
2164,40,38.09
2165,40,37.43
2166,40,36.91
2167,40,36.47
2168,40,36.18
2169,40,36.01
2170,40,35.95
2171,40,36.24
2172,40,36.96
2173,40,37.87
2174,40,38.63
2175,40,39.2
2176,40,39.74
2177,40,40.23
2178,40,40.66
2179,40,41.05
2180,40,41.39
2181,40,41.58
2182,40,41.59
2183,40,41.46
2184,40,41.22
2185,40,40.9
2186,40,40.54
2187,40,40.22
2188,40,40.11
2189,40,40.09
2190,40,40.16
2191,40,40.42
2192,40,40.71
2193,40,40.93
2194,40,41.02
2195,40,40.76
2196,40,40.33
2197,40,39.9
2198,40,39.39
2199,40,38.93
2200,40,38.58
2201,40,38.4
2202,40,38.4
2203,40,38.48
2204,40,38.62
2205,40,38.8
2206,40,38.99
2207,40,39.21
2208,40,39.46
2209,40,39.65
2210,40,39.78
2211,40,39.85
2212,40,39.89
2213,40,39.92
2214,40,39.94
2215,40,39.97
2216,40,39.97
2217,40,40
2218,40,40.04
2219,40,40.09
2220,40,40.17
2221,40,40.26
2222,40,40.35
2223,40,40.44
2224,40,40.55
2225,40,40.63
2226,40,40.72
2227,40,40.8
2228,40,40.88
2229,40,40.95
2230,40,40.99
2231,40,40.95
2232,40,40.98
2233,40,41.03
2234,40,41.04
2235,40,40.99
2236,40,40.69
2237,40,40.19
2238,40,39.65
2239,40,39.19
2240,40,38.88
2241,40,38.73
2242,40,38.7
2243,40,38.76
2244,40,38.95
2245,40,39.12
2246,40,39.25
2247,40,39.39
2248,40,39.52
2249,40,39.65
2250,40,39.75
2251,40,39.81
2252,40,39.81
2253,40,39.82
2254,40,39.83
2255,40,39.84
2256,40,39.88
2257,40,39.92
2258,40,39.98
2259,40,40.05
2260,40,40.13
2261,40,40.21
2262,40,40.29
2263,40,40.36
2264,40,40.42
2265,40,40.47
2266,40,40.53
2267,40,40.55
2268,40,40.57
2269,40,40.61
2270,40,40.63
2271,40,40.66
2272,40,40.7
2273,40,40.72
2274,40,40.76
2275,40,40.76
2276,40,40.69
2277,40,40.56
2278,40,40.29
2279,40,39.68
2280,40,39.03
2281,40,38.54
2282,40,38.22
2283,40,38.01
2284,40,37.97
2285,40,37.97
2286,40,38.1
2287,40,38.1
2288,40,38.31
2289,40,38.5
2290,40,38.71
2291,40,38.89
2292,40,39.05
2293,40,39.21
2294,40,39.27
2295,40,39.25
2296,40,39.19
2297,40,39.13
2298,40,39.07
2299,40,39.05
2300,40,39.05
2301,40,39.06
2302,40,39.11
2303,40,39.18
2304,40,39.25
2305,40,39.34
2306,45,39.43
2307,45,39.51
2308,45,39.72
2309,45,40.33
2310,45,41.2
2311,45,42.05
2312,45,43.07
2313,45,44.19
2314,45,45.33
2315,45,46.41
2316,45,47.41
2317,45,48.33
2318,45,49.11
2319,45,49.68
2320,45,49.96
2321,45,49.99
2322,45,49.85
2323,45,49.63
2324,45,49.31
2325,45,48.94
2326,45,48.53
2327,45,48.06
2328,45,47.57
2329,45,47.04
2330,45,46.51
2331,45,45.9
2332,45,45.22
2333,45,44.51
2334,45,43.87
2335,45,43.31
2336,45,42.81
2337,45,42.39
2338,45,42.07
2339,45,41.88
2340,45,41.84
2341,45,41.97
2342,45,42.26
2343,45,42.83
2344,45,43.71
2345,45,44.51
2346,45,45.2
2347,45,45.84
2348,45,46.39
2349,45,46.86
2350,45,47.16
2351,45,47.09
2352,45,46.79
2353,45,46.35
2354,45,45.85
2355,45,45.32
2356,45,44.87
2357,45,44.58
2358,45,44.46
2359,45,44.46
2360,45,44.53
2361,45,44.68
2362,45,44.87
2363,45,45.04
2364,45,45.2
2365,45,45.32
2366,45,45.37
2367,45,45.37
2368,45,45.35
2369,45,45.31
2370,45,45.27
2371,45,45.22
2372,45,45.2
2373,45,45.23
2374,45,45.26
2375,45,45.33
2376,45,45.43
2377,45,45.53
2378,45,45.66
2379,45,45.77
2380,45,45.89
2381,45,45.98
2382,45,46.07
2383,45,46.09
2384,45,46.09
2385,45,46.03
2386,45,45.97
2387,45,46.05
2388,45,46.09
2389,45,45.93
2390,45,45.56
2391,45,44.92
2392,45,44.1
2393,45,43.27
2394,45,42.54
2395,45,41.98
2396,45,41.61
2397,45,41.38
2398,45,41.31
2399,45,41.74
2400,45,42.63
2401,45,43.8
2402,45,44.89
2403,45,45.77
2404,45,46.56
2405,45,47.21
2406,40,47.8
2407,40,48.19
2408,40,48.28
2409,40,48.17
2410,40,47.9
2411,40,47.56
2412,40,47.15
2413,40,46.71
2414,40,46.27
2415,40,45.83
2416,40,45.37
2417,40,44.89
2418,40,44.33
2419,40,43.73
2420,40,43.06
2421,40,42.32
2422,40,41.52
2423,40,40.61
2424,40,39.62
2425,40,38.56
2426,40,37.49
2427,40,36.45
2428,40,35.52
2429,40,34.77
2430,40,34.52
2431,40,34.91
2432,40,35.58
2433,40,36.27
2434,40,37.07
2435,40,37.95
2436,40,38.74
2437,40,39.41
2438,40,39.99
2439,40,40.48
2440,40,40.83
2441,40,40.86
2442,40,40.73
2443,40,40.55
2444,40,40.29
2445,40,40.08
2446,40,39.74
2447,40,39.43
2448,40,39.29
2449,40,39.36
2450,40,39.59
2451,40,39.81
2452,40,40.05
2453,40,40.31
2454,40,40.54
2455,40,40.72
2456,40,40.65
2457,40,40.35
2458,40,39.92
2459,40,39.48
2460,40,39.19
2461,40,39.03
2462,40,38.92
2463,40,38.93
2464,40,39.04
2465,40,39.2
2466,40,39.38
2467,40,39.55
2468,40,39.69
2469,40,39.81
2470,40,39.93
2471,40,40.04
2472,40,40.12
2473,40,40.17
2474,40,40.23
2475,40,40.26
2476,40,40.28
2477,40,40.32
2478,40,40.36
2479,40,40.4
2480,40,40.4
2481,40,40.22
2482,40,39.85
2483,40,39.48
2484,40,39.22
2485,40,39.1
2486,40,39.08
2487,40,39.1
2488,40,39.24
2489,40,39.45
2490,40,39.68
2491,40,39.87
2492,40,39.99
2493,40,40.06
2494,40,40.09
2495,40,40.08
2496,40,40.07
2497,40,40.03
2498,40,39.97
2499,40,39.93
2500,40,39.89
2501,40,39.87
2502,40,39.87
2503,40,39.91
2504,40,39.97
2505,40,40.07
2506,40,40.18
2507,40,40.29
2508,40,40.41
2509,40,40.53
2510,40,40.64
2511,40,40.67
2512,40,40.45
2513,40,40.16
2514,40,39.87
2515,40,39.6
2516,40,39.47
2517,40,39.51
2518,40,39.65
2519,40,39.76
2520,40,39.83
2521,40,39.96
2522,40,40.12
2523,40,40.23
2524,40,40.28
2525,40,40.26
2526,40,40.26
2527,40,40.23
2528,40,40.23
2529,40,40.23
2530,40,40.24
2531,40,40.27
2532,40,40.31
2533,40,40.38
2534,40,40.44
2535,40,40.52
2536,40,40.58
2537,40,40.58
2538,40,40.54
2539,40,40.23
2540,40,39.64
2541,40,38.91
2542,40,38.21
2543,40,37.66
2544,40,37.23
2545,40,36.95
2546,40,36.82
2547,40,36.81
2548,40,36.87
2549,40,37.08
2550,40,37.36
2551,40,37.63
2552,40,37.85
2553,40,37.94
2554,40,37.95
2555,40,37.95
2556,40,37.94
2557,45,37.93
2558,45,37.95
2559,45,38.15
2560,45,38.78
2561,45,39.7
2562,45,40.69
2563,45,41.85
2564,45,43.12
2565,45,44.47
2566,45,45.93
2567,45,47.33
2568,45,48.57
2569,45,49.7
2570,45,50.54
2571,45,51.07
2572,45,51.31
2573,45,51.27
2574,45,51.04
2575,45,50.71
2576,45,50.29
2577,45,49.82
2578,45,49.29
2579,45,48.75
2580,45,48.17
2581,45,47.56
2582,45,46.86
2583,45,46.12
2584,45,45.33
2585,45,44.49
2586,45,43.58
2587,45,42.67
2588,45,41.83
2589,45,41.09
2590,45,40.51
2591,45,40.4
2592,45,40.89
2593,45,41.58
2594,45,42.16
2595,45,42.16
2596,45,42.87
2597,45,43.77
2598,45,44.61
2599,45,45.35
2600,45,46.05
2601,45,46.68
2602,45,47.23
2603,45,47.75
2604,45,48.12
2605,45,48.22
2606,45,48.08
2607,45,47.77
2608,45,47.42
2609,45,46.99
2610,45,46.52
2611,45,46.06
2612,45,45.53
2613,45,45.04
2614,45,44.68
2615,45,44.45
2616,45,44.28
2617,45,44.21
2618,45,44.15
2619,45,44.12
2620,45,44.18
2621,45,44.33
2622,45,44.46
2623,45,44.58
2624,45,44.69
2625,45,44.78
2626,45,44.83
2627,45,44.86
2628,45,44.92
2629,45,44.98
2630,45,45.08
2631,45,45.18
2632,45,45.31
2633,45,45.44
2634,45,45.56
2635,45,45.67
2636,45,45.78
2637,45,45.86
2638,45,45.91
2639,45,45.93
2640,45,45.86
2641,45,45.8
2642,45,45.73
2643,45,45.4
2644,45,44.94
2645,45,44.65
2646,45,44.51
2647,45,44.42
2648,45,44.33
2649,45,44.33
2650,45,44.37
2651,45,44.42
2652,45,44.44
2653,45,44.45
2654,45,44.43
2655,45,44.4
2656,45,44.36
2657,45,44.32
2658,45,44.26
2659,40,44.21
2660,40,44.16
2661,40,44.07
2662,40,43.9
2663,40,43.7
2664,40,43.38
2665,40,42.97
2666,40,42.53
2667,40,42.01
2668,40,41.47
2669,40,40.86
2670,40,40.18
2671,40,39.48
2672,40,38.85
2673,40,38.3
2674,40,37.87
2675,40,37.54
2676,40,37.31
2677,40,37.23
2678,40,37.2
2679,40,37.25
2680,40,37.51
2681,40,37.76
2682,40,37.95
2683,40,38.12
2684,40,38.21
2685,40,38.26
2686,40,38.27
2687,40,38.31
2688,40,38.36
2689,40,38.49
2690,40,38.66
2691,40,38.81
2692,40,38.94
2693,40,39.08
2694,40,39.2
2695,40,39.33
2696,40,39.45
2697,40,39.58
2698,40,39.7
2699,40,39.77
2700,40,39.79
2701,40,39.8
2702,40,39.79
2703,40,39.78
2704,40,39.77
2705,40,39.75
2706,40,39.75
2707,40,39.73
2708,40,39.71
2709,40,39.7
2710,40,39.67
2711,40,39.66
2712,40,39.62
2713,40,39.58
2714,40,39.54
2715,40,39.47
2716,40,39.42
2717,40,39.36
2718,40,39.3
2719,40,39.24
2720,40,39.17
2721,40,39.11
2722,40,39.07
2723,40,39.04
2724,40,39
2725,40,38.97
2726,40,38.95
2727,40,38.95
2728,40,38.96
2729,40,38.99
2730,40,39
2731,40,39.03
2732,40,39.06
2733,40,39.08
2734,40,39.1
2735,40,39.13
2736,40,39.13
2737,40,39.14
2738,40,39.13
2739,40,39.15
2740,40,39.14
2741,40,39.15
2742,40,39.17
2743,40,39.18
2744,40,39.19
2745,40,39.21
2746,40,39.21
2747,40,39.24
2748,40,39.24
2749,40,39.25
2750,40,39.26
2751,40,39.27
2752,40,39.28
2753,40,39.29
2754,40,39.3
2755,40,39.3
2756,40,39.32
2757,40,39.34
2758,40,39.36
2759,40,39.41
2760,40,39.46
2761,40,39.52
2762,40,39.6
2763,40,39.66
2764,40,39.74
2765,40,39.83
2766,40,39.9
2767,40,39.97
2768,40,40.04
2769,40,40.12
2770,40,40.18
2771,40,40.24
2772,40,40.3
2773,40,40.37
2774,40,40.43
2775,40,40.5
2776,40,40.55
2777,40,40.61
2778,40,40.68
2779,40,40.75
2780,40,40.81
2781,40,40.89
2782,40,40.97
2783,40,41.04
2784,40,41.13
2785,40,41.22
2786,40,41.31
2787,40,41.41
2788,40,41.49
2789,40,41.58
2790,40,41.66
2791,40,41.71
2792,40,41.61
2793,40,41.33
2794,40,40.91
2795,40,40.47
2796,40,40.2
2797,40,40.09
2798,40,40.05
2799,40,40.13
2800,40,40.32
2801,40,40.5
2802,40,40.68
2803,40,40.9
2804,40,41.16
2805,40,41.34
2806,40,41.49
2807,40,41.59
2808,40,41.48
2809,40,41.13
2810,45,40.78
2811,45,40.48
2812,45,40.6
2813,45,41.32
2814,45,42.34
2815,45,43.36
2816,45,44.35
2817,45,45.42
2818,45,46.37
2819,45,47.15
2820,45,47.85
2821,45,48.19
2822,45,48.13
2823,45,47.79
2824,45,47.26
2825,45,46.66
2826,45,45.98
2827,45,45.3
2828,45,44.67
2829,45,44.17
2830,45,43.9
2831,45,43.79
2832,45,43.82
2833,45,44.05
2834,45,44.43
2835,45,44.82
2836,45,45.13
2837,45,45.39
2838,45,45.49
2839,45,45.45
2840,45,45.34
2841,45,45.2
2842,45,45.06
2843,45,44.95
2844,45,44.88
2845,45,44.84
2846,45,44.86
2847,45,44.93
2848,45,45.01
2849,45,45.14
2850,45,45.27
2851,45,45.4
2852,45,45.52
2853,45,45.61
2854,45,45.67
2855,45,45.7
2856,45,45.7
2857,45,45.65
2858,45,45.58
2859,45,45.48
2860,45,45.38
2861,45,45.3
2862,45,45.22
2863,45,45.16
2864,45,45.13
2865,45,45.11
2866,45,45.13
2867,45,45.17
2868,45,45.24
2869,45,45.31
2870,45,45.38
2871,45,45.43
2872,45,45.49
2873,45,45.53
2874,45,45.54
2875,45,45.53
2876,45,45.5
2877,45,45.46
2878,45,45.41
2879,45,45.35
2880,45,45.28
2881,45,45.23
2882,45,45.2
2883,45,45.16
2884,45,45.14
2885,45,45.14
2886,45,45.14
2887,45,45.14
2888,45,45.14
2889,45,45.14
2890,45,45.13
2891,45,45.13
2892,45,45.11
2893,45,45.1
2894,45,45.08
2895,45,45.06
2896,45,45.04
2897,45,45.04
2898,45,45.02
2899,45,45.01
2900,45,45.02
2901,45,45.05
2902,45,45.06
2903,45,45.1
2904,45,45.14
2905,45,45.16
2906,45,45.2
2907,45,45.24
2908,45,45.28
2909,45,45.3
2910,40,45.3
2911,40,45.3
2912,40,45.16
2913,40,44.9
2914,40,44.58
2915,40,44.14
2916,40,43.61
2917,40,43.05
2918,40,42.44
2919,40,41.79
2920,40,41.1
2921,40,40.38
2922,40,39.59
2923,40,38.79
2924,40,38.09
2925,40,37.51
2926,40,37.02
2927,40,36.65
2928,40,36.42
2929,40,36.28
2930,40,36.24
2931,40,36.68
2932,40,37.5
2933,40,38.1
2934,40,38.52
2935,40,38.93
2936,40,39.28
2937,40,39.59
2938,40,39.85
2939,40,40.03
2940,40,40.22
2941,40,40.4
2942,40,40.54
2943,40,40.65
2944,40,40.71
2945,40,40.77
2946,40,40.79
2947,40,40.77
2948,40,40.74
2949,40,40.68
2950,40,40.49
2951,40,40.19
2952,40,39.96
2953,40,39.8
2954,40,39.76
2955,40,39.81
2956,40,39.9
2957,40,39.99
2958,40,40.06
2959,40,40.1
2960,40,40.09
2961,40,40.08
2962,40,40.09
2963,40,40.1
2964,40,40.11
2965,40,40.1
2966,40,40.1
2967,40,40.1
2968,40,40.11
2969,40,40.13
2970,40,40.16
2971,40,40.21
2972,40,40.25
2973,40,40.32
2974,40,40.38
2975,40,40.43
2976,40,40.48
2977,40,40.5
2978,40,40.53
2979,40,40.55
2980,40,40.59
2981,40,40.56
2982,40,40.42
2983,40,40.33
2984,40,40.5
2985,40,40.7
2986,40,40.88
2987,40,41.06
2988,40,41.13
2989,40,41.05
2990,40,40.87
2991,40,40.61
2992,40,40.25
2993,40,39.98
2994,40,39.85
2995,40,39.81
2996,40,40.01
2997,40,40.21
2998,40,40.43
2999,40,40.65
3000,40,40.76
3001,40,40.66
3002,40,40.52
3003,40,40.53
3004,40,40.56
3005,40,40.21
3006,40,39.72
3007,40,39.19
3008,40,38.72
3009,40,38.41
3010,40,38.24
3011,40,38.19
3012,40,38.31
3013,40,38.48
3014,40,38.64
3015,40,38.76
3016,40,38.84
3017,40,38.88
3018,40,38.88
3019,40,38.84
3020,40,38.78
3021,40,38.7
3022,40,38.61
3023,40,38.53
3024,40,38.47
3025,40,38.43
3026,40,38.41
3027,40,38.42
3028,40,38.46
3029,40,38.52
3030,40,38.58
3031,40,38.65
3032,40,38.72
3033,40,38.77
3034,40,38.83
3035,40,38.87
3036,40,38.89
3037,40,38.91
3038,40,38.92
3039,40,38.93
3040,40,38.94
3041,40,38.93
3042,40,38.94
3043,40,38.95
3044,40,38.97
3045,40,38.98
3046,40,39.01
3047,40,39.04
3048,40,39.06
3049,40,39.09
3050,40,39.11
3051,40,39.13
3052,40,39.16
3053,40,39.17
3054,40,39.18
3055,40,39.19
3056,40,39.19
3057,40,39.18
3058,40,39.17
3059,40,39.16
3060,40,39.16
3061,45,39.15
3062,45,39.15
3063,45,39.3
3064,45,39.88
3065,45,40.74
3066,45,41.65
3067,45,42.67
3068,45,43.85
3069,45,45.12
3070,45,46.36
3071,45,47.46
3072,45,48.47
3073,45,49.41
3074,45,50.22
3075,45,50.74
3076,45,50.94
3077,45,50.9
3078,45,50.67
3079,45,50.38
3080,45,49.98
3081,45,49.51
3082,45,48.99
3083,45,48.44
3084,45,47.85
3085,45,47.22
3086,45,46.54
3087,45,45.8
3088,45,45.02
3089,45,44.08
3090,45,43.11
3091,45,42.25
3092,45,41.57
3093,45,41.16
3094,45,41.33
3095,45,41.98
3096,45,42.77
3097,45,43.36
3098,45,43.9
3099,45,44.46
3100,45,44.99
3101,45,45.5
3102,45,45.96
3103,45,46.36
3104,45,46.73
3105,45,47.03
3106,45,47.21
3107,45,47.16
3108,45,46.95
3109,45,46.66
3110,45,46.26
3111,45,45.83
3112,45,45.48
3113,45,45.31
3114,45,45.34
3115,45,45.37
3116,45,45.35
3117,45,45.37
3118,45,45.43
3119,45,45.5
3120,45,45.51
3121,45,45.5
3122,45,45.48
3123,45,45.44
3124,45,45.4
3125,45,45.35
3126,45,45.31
3127,45,45.27
3128,45,45.24
3129,45,45.22
3130,45,45.21
3131,45,45.22
3132,45,45.23
3133,45,45.25
3134,45,45.27
3135,45,45.28
3136,45,45.27
3137,45,45.25
3138,45,45.23
3139,45,45.18
3140,45,45.12
3141,45,45.07
3142,45,45
3143,45,44.93
3144,45,44.88
3145,45,44.83
3146,45,44.79
3147,45,44.77
3148,45,44.77
3149,45,44.76
3150,45,44.78
3151,45,44.8
3152,45,44.82
3153,45,44.84
3154,45,44.87
3155,45,44.89
3156,45,44.89
3157,45,44.9
3158,45,44.92
3159,45,44.94
3160,45,44.93
3161,45,44.93
3162,40,44.93
3163,40,44.92
3164,40,44.85
3165,40,44.68
3166,40,44.44
3167,40,44.1
3168,40,43.66
3169,40,43.18
3170,40,42.64
3171,40,42.06
3172,40,41.42
3173,40,40.73
3174,40,39.98
3175,40,39.18
3176,40,38.27
3177,40,37.4
3178,40,36.66
3179,40,36.11
3180,40,35.72
3181,40,35.73
3182,40,36.27
3183,40,36.91
3184,40,37.43
3185,40,38.16
3186,40,38.85
3187,40,39.34
3188,40,39.79
3189,40,40.17
3190,40,40.5
3191,40,40.75
3192,40,40.97
3193,40,41.03
3194,40,41.03
3195,40,40.97
3196,40,40.66
3197,40,40.2
3198,40,39.78
3199,40,39.48
3200,40,39.43
3201,40,39.5
3202,40,39.53
3203,40,39.7
3204,40,39.94
3205,40,40.08
3206,40,40.2
3207,40,40.35
3208,40,40.34
3209,40,40.23
3210,40,40.1
3211,40,39.99
3212,40,39.89
3213,40,39.83
3214,40,39.78
3215,40,39.76
3216,40,39.77
3217,40,39.84
3218,40,39.92
3219,40,40.02
3220,40,40.12
3221,40,40.22
3222,40,40.3
